stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
5357,,Santutxu 2,,43.25458,-2.9169,,,0,
5358,,Elcano 3,,43.26402,-2.93564,,,0,
5359,,Maurice Ravel / C. Jardín,,43.27013,-2.92613,,,0,
5360,,San Adrián 33,,43.24689,-2.93253,,,0,
5361,,Alda San Mamés 33,,43.25918,-2.93757,,,0,
5362,,Masustegi Estrata / Eskailerak,,43.25382,-2.95933,,,0,
5363,,Orixe 54,,43.28384,-2.96271,,,0,
5364,,Ametzola,,43.25441,-2.94337,,,0,
5365,,Gregorio La Revilla 22,,43.26125,-2.94029,,,0,
5366,,Juan De Garay / Gob. Militarra,,43.25377,-2.93408,,,0,
5368,,Zabalbide 112 / Arabella,,43.26112,-2.91127,,,0,
5369,,Trauko 14,,43.26667,-2.91956,,,0,
5370,,Txotena 62,,43.25877,-2.89669,,,0,
5371,,Tiboli 12,,43.26726,-2.92509,,,0,
5373,,Kobetabidea / Altamira,,43.26171,-2.96505,,,0,
5374,,Circo Amateur / Kiroldegia,,43.24876,-2.90732,,,0,
5375,,Errekalde - Larraskitu 30,,43.24897,-2.93996,,,0,
5376,,Xalbador / F. Baldezate,,43.250172979,-2.9448261112,,,0,
5377,,Madariaga / La Salle,,43.27078,-2.95526,,,0,
5378,,Santutxu 48,,43.25168,-2.91465,,,0,
5379,,Zamacola / Eskola,,43.24473,-2.92523,,,0,
5380,,Fray Juan 35,,43.27742,-2.97477,,,0,
5381,,Larraskitubidea 81,,43.24286,-2.93804,,,0,
5382,,Altube 12,,43.25193,-2.94896,,,0,
5383,,Buia / Bolintxubidea,,43.23279,-2.91444,,,0,
5384,,Artzain Onaren 4,,43.26555,-2.91668,,,0,
5385,,Santos Juanes 4,,43.25503,-2.92215,,,0,
5386,,Virgen Del Pinar 9,,43.27617,-2.94985,,,0,
5387,,Abusu / Ibaizabal,,43.24323,-2.92503,,,0,
5388,,Zamacola 116,,43.24241,-2.92559,,,0,
5389,,Zumalacárregui 121,,43.2604,-2.91414,,,0,
5390,,Martín Barua 17 / Institutoa,,43.24941,-2.93163,,,0,
5391,,Fika 8,,43.25688,-2.9185,,,0,
5392,,Indalecio Prieto 16,,43.25002,-2.91684,,,0,
5393,,Amadeo Deprit / Dolaretxe,,43.25785,-2.91681,,,0,
5394,,Zorrotza - Kastrexana 185,,43.25691,-2.97054,,,0,
5395,,Hurtado Amézaga 2 / Geltokia - Estación,,43.2608,-2.92802,,,0,
5396,,Vía Vieja De Lezama 82,,43.27019,-2.91979,,,0,
5397,,Julián Gaiarre 82,,43.25506,-2.90101,,,0,
5398,,Gregorio La Revilla 35,,43.25859,-2.94123,,,0,
5399,,Pedro Martínez Artola 2,,43.25681,-2.93508,,,0,
5400,,Gran Vía 36,,43.26275,-2.93365,,,0,
5401,,Urrutia 1,,43.26005,-2.93999,,,0,
5402,,Zabalbide 32,,43.25527,-2.91946,,,0,
5403,,Hurtado Amézaga 25 / Quinta Parroquia,,43.25768,-2.93326,,,0,
5404,,Jaén 7,,43.25281,-2.9432,,,0,
5405,,Dieciséis De Agosto,,43.25515,-2.92248,,,0,
5406,,Autonomía 50,,43.25773,-2.94291,,,0,
5407,,Xalbador / Alhóndiga,,43.2489231265,-2.94477045536,,,0,
5408,,Ricardo Arregui 33,,43.26927,-2.9245,,,0,
5409,,Zumalacárregui 38,,43.26055,-2.91475,,,0,
5410,,Fika 2,,43.25757,-2.9187,,,0,
5411,,Gordoniz 54 / Pza Errekalde,,43.25239,-2.94632,,,0,
8099,,Vía Vieja De Lezama 59,,43.26794,-2.91565,,,0,
11687,,Karitateko Alaben 44,,43.2452407631,-2.93851901587,,,0,
11688,,María Díaz De Haro 57,,43.2582285772,-2.94572881419,,,0,
11689,,Basurto / Aita Donostia,,43.2579627516,-2.94885941353,,,0,
11690,,Basurto / Briñas,,43.2580239206,-2.94934765516,,,0,
11691,,"Karitateko Alaben, 44",,43.2451870489,-2.93848696074,,,0,
11695,,Minteguitxueta,,43.2535182935,-2.95310346424,,,0,
11696,,Lezeaga 25,,43.2570680743,-2.95518577956,,,0,
11850,,Karitateko Alaben 3,,43.2462016857641,-2.94094962018084,,,0,
11851,,Iparraguirre 63,,43.2580651630003,-2.93858878692643,,,0,
11856,,Termibús / Metro,,43.26198,-2.94898,,,0,
11857,,Urquijo 100,,43.26254,-2.947509,,,0,
11858,,Urkiola 1,,43.256198,-2.946542,,,0,
